BusinessEntityID,PersonType,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,EmailPromotion,AdditionalContactInfo,Demographics,rowguid,ModifiedDate
6980,IN,0,NULL,Armando,T,Rubio,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-9.51</TotalPurchaseYTD><DateFirstPurchase>2003-09-17Z</DateFirstPurchase><BirthDate>1975-11-07Z</BirthDate><MaritalStatus>S</MaritalStatus><YearlyIncome>25001-50000</YearlyIncome><Gender>M</Gender><TotalChildren>0</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Partial College</Education><Occupation>Clerical</Occupation><HomeOwnerFlag>0</HomeOwnerFlag><NumberCarsOwned>1</NumberCarsOwned><CommuteDistance>0-1 Miles</CommuteDistance></IndividualSurvey>",10542B1E-5A42-44AC-9C1E-1E541B80D99B,00:00.0
6984,IN,0,NULL,Armando,K,Ortega,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>84.98</TotalPurchaseYTD><DateFirstPurchase>2003-09-28Z</DateFirstPurchase><BirthDate>1966-03-21Z</BirthDate><MaritalStatus>S</MaritalStatus><YearlyIncome>greater than 100000</YearlyIncome><Gender>M</Gender><TotalChildren>0</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Graduate Degree</Education><Occupation>Management</Occupation><HomeOwnerFlag>0</HomeOwnerFlag><NumberCarsOwned>3</NumberCarsOwned><CommuteDistance>1-2 Miles</CommuteDistance></IndividualSurvey>",6FDA5B46-2C0C-4278-A27F-2850DE253AC2,00:00.0
7052,IN,0,NULL,Andrew,L,Lan,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>2.7</TotalPurchaseYTD><DateFirstPurchase>2003-10-26Z</DateFirstPurchase><BirthDate>1943-02-25Z</BirthDate><MaritalStatus>M</MaritalStatus><YearlyIncome>50001-75000</YearlyIncome><Gender>M</Gender><TotalChildren>4</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Bachelors </Education><Occupation>Management</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>2</NumberCarsOwned><CommuteDistance>10+ Miles</CommuteDistance></IndividualSurvey>",EF6693B4-4752-4713-9397-34B53798F2B7,00:00.0
7092,IN,0,NULL,Alexia,L,Price,NULL,2,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-31</TotalPurchaseYTD><DateFirstPurchase>2004-03-18Z</DateFirstPurchase><BirthDate>1947-08-26Z</BirthDate><MaritalStatus>M</MaritalStatus><YearlyIncome>75001-100000</YearlyIncome><Gender>F</Gender><TotalChildren>5</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Bachelors </Education><Occupation>Management</Occupation><HomeOwnerFlag>0</HomeOwnerFlag><NumberCarsOwned>2</NumberCarsOwned><CommuteDistance>1-2 Miles</CommuteDistance></IndividualSurvey>",AA61B7AC-5969-4881-95FB-C5FA36638BFE,00:00.0
7093,IN,0,NULL,Alexia,NULL,Bennett,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>62.49</TotalPurchaseYTD><DateFirstPurchase>2003-11-27Z</DateFirstPurchase><BirthDate>1964-09-11Z</BirthDate><MaritalStatus>M</MaritalStatus><YearlyIncome>greater than 100000</YearlyIncome><Gender>F</Gender><TotalChildren>3</TotalChildren><NumberChildrenAtHome>2</NumberChildrenAtHome><Education>Bachelors </Education><Occupation>Management</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>4</NumberCarsOwned><CommuteDistance>2-5 Miles</CommuteDistance></IndividualSurvey>",75DE1514-CF66-47F5-974B-D2D1D602247B,00:00.0
7094,IN,0,NULL,Adrienne,NULL,Martin,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>25.49</TotalPurchaseYTD><DateFirstPurchase>2003-09-07Z</DateFirstPurchase><BirthDate>1975-03-28Z</BirthDate><MaritalStatus>S</MaritalStatus><YearlyIncome>75001-100000</YearlyIncome><Gender>F</Gender><TotalChildren>0</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Bachelors </Education><Occupation>Professional</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>2</NumberCarsOwned><CommuteDistance>10+ Miles</CommuteDistance></IndividualSurvey>",8B6D1270-D26E-43B7-BFF2-F6C2A4B379A8,00:00.0
7095,IN,0,NULL,Adrienne,NULL,Gomez,NULL,2,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>1369.06</TotalPurchaseYTD><DateFirstPurchase>2002-04-12Z</DateFirstPurchase><BirthDate>1964-02-28Z</BirthDate><MaritalStatus>S</MaritalStatus><YearlyIncome>50001-75000</YearlyIncome><Gender>F</Gender><TotalChildren>4</TotalChildren><NumberChildrenAtHome>4</NumberChildrenAtHome><Education>Bachelors </Education><Occupation>Professional</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>3</NumberCarsOwned><CommuteDistance>10+ Miles</CommuteDistance></IndividualSurvey>",FE55EF89-CDDB-4E63-9DDB-1AF79AE7D7AF,00:00.0
7096,IN,0,NULL,Adrienne,NULL,Ruiz,NULL,2,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>27.69</TotalPurchaseYTD><DateFirstPurchase>2003-11-24Z</DateFirstPurchase><BirthDate>1976-11-03Z</BirthDate><MaritalStatus>S</MaritalStatus><YearlyIncome>0-25000</YearlyIncome><Gender>F</Gender><TotalChildren>0</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>High School</Education><Occupation>Manual</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>2</NumberCarsOwned><CommuteDistance>0-1 Miles</CommuteDistance></IndividualSurvey>",B45A9394-379E-4375-8E35-EB75C7B22674,00:00.0
33,EM,0,NULL,Annik,O,Stahl,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",BFA2BDC8-208A-447B-8A4E-72A215E9E134,00:00.0
47,EM,0,NULL,Andrew,R,Hill,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",B6439F4F-E57D-4293-B0C8-8919591055A3,00:00.0
109,EM,0,NULL,Alice,O,Ciccu,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",B5836E66-4251-4D4D-8F49-8E6D9E3C9D64,00:00.0
115,EM,0,NULL,Angela,W,Barbariol,NULL,2,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",8E6ADFD0-2FE0-4EB9-93F2-A04FD877F6DC,00:00.0
137,EM,0,NULL,Anibal,T,Sousa,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",9B75A538-958C-4C91-987A-B9BCCE683E8A,00:00.0
149,EM,0,NULL,Andy,M,Ruth,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",9CFDF60A-083A-44DC-AFE2-D578C76FD55A,00:00.0
163,EM,0,NULL,Alex,M,Nayberg,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",08CA0103-CA0E-4B52-A20F-590BA3FECDA8,00:00.0
164,EM,0,NULL,Andrew,M,Cencini,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",B1D33171-636C-440C-B4F6-F5F6F1EBBC70,00:00.0
193,EM,0,NULL,Alejandro,E,McGuel,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",F38E101D-B360-4876-8E8F-07726E85AE5D,00:00.0
214,EM,0,NULL,Andreas,T,Berglund,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",4F896936-FBF8-4120-BC87-62CCF30D09DB,00:00.0
222,EM,0,NULL,A. Scott,NULL,Wright,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",90CC98B7-6054-4AB5-844E-3ECCB8A73070,00:00.0
225,EM,0,NULL,Alan,J,Brewer,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",72331C0F-994F-4494-ABFC-AA129DA85635,00:00.0
252,EM,0,NULL,Arvind,B,Rao,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",E70B4E15-AB90-483F-A417-D0A8E66D35FB,00:00.0
260,EM,0,NULL,Annette,L,Hill,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",D69499B6-7467-4D5D-A89D-F116E5752444,00:00.0
265,EM,0,NULL,Ashvini,R,Sharma,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",252A5641-6B19-4347-830F-E659BFC76AEF,00:00.0
287,SP,0,NULL,Amy,E,Alberts,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",0CCB2270-1C40-4E7D-9A09-0B29A94DA8B6,00:00.0
323,SC,0,Ms.,Amy,E.,Alberts,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-3698.450608</TotalPurchaseYTD></IndividualSurvey>",367113B0-AB80-40D7-A0B7-B1D9D83CE06E,00:00.0
325,SC,0,Ms.,Anna,A.,Albright,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-2658.129</TotalPurchaseYTD></IndividualSurvey>",B6E43A72-8F5F-4525-B4C0-EE84D764E86F,00:00.0
395,SC,0,Mr.,Alberto,F.,Baltazar,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",B3622F28-96D2-45C4-8310-F9688C6C631F,00:00.0
401,SC,0,Ms.,Angela,NULL,Barbariol,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",E25E7C6E-F378-42E1-8F0C-CC4E79E35F1C,00:00.0
413,SC,0,Mr.,Adam,NULL,Barr,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-8929.5598</TotalPurchaseYTD></IndividualSurvey>",E87B9431-227B-4AC7-860A-B764CFF0F492,00:00.0
437,SC,0,Ms.,Ann,NULL,Beebe,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-1000.1139</TotalPurchaseYTD></IndividualSurvey>",3D4B934D-6559-431B-B471-1FD508407B19,00:00.0
463,SC,0,Mr.,Alexander,J.,Berger,II,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-1274.764216</TotalPurchaseYTD></IndividualSurvey>",B66BB606-03A8-44E8-831B-2B8278534CE8,00:00.0
469,SC,0,NULL,Andreas,NULL,Berglund,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",5DB095E5-82F2-4742-B010-C14BA56E7537,00:00.0
523,SC,0,Mr.,Alan,NULL,Brewer,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-3385.3678</TotalPurchaseYTD></IndividualSurvey>",E6164829-8FEC-4583-BFDD-8371C57926F2,00:00.0
639,SC,0,Mr.,Andy,NULL,Carothers,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-5167.734</TotalPurchaseYTD></IndividualSurvey>",12AAD41F-CB14-47B4-8D5D-8AB4B403FB3E,00:00.0
659,SC,0,Mr.,Andrew,NULL,Cencini,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-5393.0088</TotalPurchaseYTD></IndividualSurvey>",9B80DBEE-6A75-45F5-84DC-10C3EF6FF808,00:00.0
695,SC,0,Mr.,Anthony,NULL,Chor,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-5502.820875</TotalPurchaseYTD></IndividualSurvey>",C84289C0-F96E-445E-9912-293027DD5279,00:00.0
701,SC,0,Ms.,Alice,NULL,Clark,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-6973.188</TotalPurchaseYTD></IndividualSurvey>",8C3BAD59-0A4B-4981-96E3-3AA82CA63DF7,00:00.0
727,SC,0,Mr.,Aaron,NULL,Con,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-7983.5739</TotalPurchaseYTD></IndividualSurvey>",8FAED624-34E1-4E5E-88E6-D59320E67AC4,00:00.0
735,SC,0,Ms.,Amy,R.,Consentino,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-3294.282</TotalPurchaseYTD></IndividualSurvey>",69772008-1512-4370-8F77-4C5D5C316DBA,00:00.0
775,SC,0,Sr.,Alvaro,NULL,De Matos Miranda Filho,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-10554.6266</TotalPurchaseYTD></IndividualSurvey>",F5C85E68-C674-4DDE-A7BF-583F08B1936A,00:00.0
781,SC,0,Mr.,Alexander,J.,Deborde,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-728.161</TotalPurchaseYTD></IndividualSurvey>",49E1AFE9-FEFC-40A7-808C-214CBDD79EFB,00:00.0
787,SC,0,Ms.,Aidan,NULL,Delaney,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-6274.951775</TotalPurchaseYTD></IndividualSurvey>",0DAF75FD-4C86-4E43-B6BA-FB9830C4135F,00:00.0
813,SC,0,Mr.,Andrew,NULL,Dixon,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-44002.3023</TotalPurchaseYTD></IndividualSurvey>",4B60B9E7-9275-486C-816C-563A5869B786,00:00.0
835,SC,0,Sr.,Adrian,NULL,Dumitrascu,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-3214.836</TotalPurchaseYTD></IndividualSurvey>",37109ABD-952F-435A-B5EA-C7A1CBD41801,00:00.0
871,SC,0,Ms.,Ann,R.,Evans,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-2539.0238</TotalPurchaseYTD></IndividualSurvey>",B52B85BD-7903-4A1E-B215-072A3DEAE7E1,00:00.0
921,SC,0,Ms.,Aldeen,J.,Gallagher,NULL,2,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-48.588</TotalPurchaseYTD></IndividualSurvey>",FEA2C5D9-7D58-4643-B220-054952B2CB98,00:00.0
975,SC,0,Ms.,Abigail,J.,Gonzalez,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-7930.8163</TotalPurchaseYTD></IndividualSurvey>",209718D7-3541-4649-964B-B87F895C63B5,00:00.0
1033,SC,0,Ms.,Ann,T.,Hass,NULL,2,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-3351.4347</TotalPurchaseYTD></IndividualSurvey>",BA9518A7-003B-4FB6-BAB2-A52BBE6756CE,00:00.0
1077,SC,0,Mr.,Andrew,R.,Hill,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-1560.024</TotalPurchaseYTD></IndividualSurvey>",5DDF5918-AEA4-4983-9DCD-38C938D04FEA,00:00.0
1121,SC,0,Ms.,Arlene,NULL,Huff,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-400.104</TotalPurchaseYTD></IndividualSurvey>",A824044B-2BE8-4CDC-A9EF-CD45F462687B,00:00.0
1221,SC,0,Ms.,Alice,L.,Kesterson,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",C97264E8-BE7C-4302-B701-44D353B687CA,00:00.0
1241,SC,0,Mr.,Anton,NULL,Kirilov,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-8164.5356</TotalPurchaseYTD></IndividualSurvey>",6C36C7F2-F794-477E-B94B-B375EE86FBF3,00:00.0
1245,SC,0,Mr.,Andrew,P.,Kobylinski,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-8097.6664</TotalPurchaseYTD></IndividualSurvey>",49F78DAA-9DAF-449C-80E5-AA33DAA62017,00:00.0
1305,SC,0,NULL,A.,Francesca,Leonetti,NULL,2,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-4256.3016</TotalPurchaseYTD></IndividualSurvey>",1E1403A8-6B43-4E6B-861C-1D49E6F23AC8,00:00.0
1351,SC,0,Ms.,Anita,R.,Lucerne,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-7494.35775</TotalPurchaseYTD></IndividualSurvey>",5C28FCE8-DB52-4222-BD91-2AB9FED54696,00:00.0
1381,SC,0,Mr.,Ajay,NULL,Manchepalli,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-563.946</TotalPurchaseYTD></IndividualSurvey>",5DD53673-7012-4821-9171-4D79880B751D,00:00.0
4652,IN,0,NULL,Alvin,NULL,Ma,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-17.4</TotalPurchaseYTD><DateFirstPurchase>2003-12-15Z</DateFirstPurchase><BirthDate>1946-06-09Z</BirthDate><MaritalStatus>S</MaritalStatus><YearlyIncome>75001-100000</YearlyIncome><Gender>M</Gender><TotalChildren>5</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Partial College</Education><Occupation>Professional</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>2</NumberCarsOwned><CommuteDistance>10+ Miles</CommuteDistance></IndividualSurvey>",A0B2F85C-6B9A-48CF-85DD-42A98DA6C3F4,00:00.0
4692,IN,0,NULL,Alvin,R,Guo,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>1.7</TotalPurchaseYTD><DateFirstPurchase>2004-04-23Z</DateFirstPurchase><BirthDate>1957-04-08Z</BirthDate><MaritalStatus>M</MaritalStatus><YearlyIncome>greater than 100000</YearlyIncome><Gender>M</Gender><TotalChildren>2</TotalChildren><NumberChildrenAtHome>3</NumberChildrenAtHome><Education>High School</Education><Occupation>Professional</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>4</NumberCarsOwned><CommuteDistance>0-1 Miles</CommuteDistance></IndividualSurvey>",EB86E161-1A19-435F-AC30-1886EF67161C,00:00.0
4710,IN,0,NULL,Alvin,NULL,He,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>2.7</TotalPurchaseYTD><DateFirstPurchase>2004-01-23Z</DateFirstPurchase><BirthDate>1964-11-10Z</BirthDate><MaritalStatus>M</MaritalStatus><YearlyIncome>25001-50000</YearlyIncome><Gender>M</Gender><TotalChildren>2</TotalChildren><NumberChildrenAtHome>2</NumberChildrenAtHome><Education>Partial College</Education><Occupation>Clerical</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>2</NumberCarsOwned><CommuteDistance>0-1 Miles</CommuteDistance></IndividualSurvey>",1D5E7630-1A18-4003-A5EF-4E27D277F296,00:00.0
4727,IN,0,NULL,Alvin,V,Zheng,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-2384.07</TotalPurchaseYTD><DateFirstPurchase>2003-12-25Z</DateFirstPurchase><BirthDate>1958-09-13Z</BirthDate><MaritalStatus>S</MaritalStatus><YearlyIncome>25001-50000</YearlyIncome><Gender>M</Gender><TotalChildren>1</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Graduate Degree</Education><Occupation>Clerical</Occupation><HomeOwnerFlag>0</HomeOwnerFlag><NumberCarsOwned>0</NumberCarsOwned><CommuteDistance>0-1 Miles</CommuteDistance></IndividualSurvey>",3B0DBD14-3D21-4FA4-B079-4DB2E8A2F5D7,00:00.0
4748,IN,0,NULL,Alvin,E,Hu,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>2366.68</TotalPurchaseYTD><DateFirstPurchase>2001-12-20Z</DateFirstPurchase><BirthDate>1975-02-02Z</BirthDate><MaritalStatus>M</MaritalStatus><YearlyIncome>75001-100000</YearlyIncome><Gender>M</Gender><TotalChildren>0</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Bachelors </Education><Occupation>Professional</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>3</NumberCarsOwned><CommuteDistance>10+ Miles</CommuteDistance></IndividualSurvey>",83CFC7D2-F41B-4696-9648-787119BDF65F,00:00.0
4765,IN,0,NULL,Alvin,D,Cai,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-23.53</TotalPurchaseYTD><DateFirstPurchase>2003-08-14Z</DateFirstPurchase><BirthDate>1962-02-12Z</BirthDate><MaritalStatus>M</MaritalStatus><YearlyIncome>50001-75000</YearlyIncome><Gender>M</Gender><TotalChildren>5</TotalChildren><NumberChildrenAtHome>4</NumberChildrenAtHome><Education>Partial College</Education><Occupation>Skilled Manual</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>2</NumberCarsOwned><CommuteDistance>0-1 Miles</CommuteDistance></IndividualSurvey>",1BD805BB-3479-4E34-8339-958879B8DA12,00:00.0
4788,IN,0,NULL,Alvin,M,Zeng,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>92</TotalPurchaseYTD><DateFirstPurchase>2004-01-11Z</DateFirstPurchase><BirthDate>1957-07-03Z</BirthDate><MaritalStatus>S</MaritalStatus><YearlyIncome>75001-100000</YearlyIncome><Gender>M</Gender><TotalChildren>1</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Partial College</Education><Occupation>Skilled Manual</Occupation><HomeOwnerFlag>0</HomeOwnerFlag><NumberCarsOwned>1</NumberCarsOwned><CommuteDistance>0-1 Miles</CommuteDistance></IndividualSurvey>",0153DE09-157E-4E32-AE28-5CD2077E6B67,00:00.0
